indicator,indicatorKey,date,close,value,rankPct,bucket,bucketRange,horizon,futureReturnPct,absReturnPct,maxUpPct,maxDownPct,excursionPct
振幅率,rangePct,2026-03-27,66984,2.6975,37.16,中性,30-70%,1,-0.7223,0.7223,0.1944,-1.1361,1.3305
振幅率,rangePct,2026-03-27,66984,2.6975,37.16,中性,30-70%,3,-0.4165,0.4165,2.0974,-3.0652,5.1626
振幅率,rangePct,2026-03-27,66984,2.6975,37.16,中性,30-70%,5,-0.2477,0.2477,3.4811,-3.0652,6.5463
振幅率,rangePct,2026-03-27,66984,2.6975,37.16,中性,30-70%,10,1.7238,1.7238,4.9845,-3.0652,8.0497
振幅率,rangePct,2026-05-06,79862.2,2.7102,37.84,中性,30-70%,1,0.3209,0.3209,0.8237,-0.931,1.7546
振幅率,rangePct,2026-05-06,79862.2,2.7102,37.84,中性,30-70%,3,1.8936,1.8936,1.9699,-0.931,2.9009
振幅率,rangePct,2026-05-06,79862.2,2.7102,37.84,中性,30-70%,5,0.5317,0.5317,3.258,-0.931,4.189
振幅率,rangePct,2026-05-06,79862.2,2.7102,37.84,中性,30-70%,10,-2.3273,2.3273,3.258,-2.8326,6.0906
振幅率,rangePct,2026-01-07,90732.3,2.712,38.51,中性,30-70%,1,0.4456,0.4456,1.3785,-1.1924,2.5709
振幅率,rangePct,2026-01-07,90732.3,2.712,38.51,中性,30-70%,3,0.1077,0.1077,1.3785,-1.1924,2.5709
振幅率,rangePct,2026-01-07,90732.3,2.712,38.51,中性,30-70%,5,2.9536,2.9536,2.9596,-1.1924,4.152
振幅率,rangePct,2026-01-07,90732.3,2.712,38.51,中性,30-70%,10,4.7785,4.7785,7.8998,-1.1924,9.0922
振幅率,rangePct,2026-03-23,69832.1,2.7319,39.19,中性,30-70%,1,1.3846,1.3846,3.0887,-1.3805,4.4691
振幅率,rangePct,2026-03-23,69832.1,2.7319,39.19,中性,30-70%,3,-5.3567,5.3567,3.0887,-5.9424,9.0311
振幅率,rangePct,2026-03-23,69832.1,2.7319,39.19,中性,30-70%,5,-4.7713,4.7713,3.0887,-6.187,9.2757
振幅率,rangePct,2026-03-23,69832.1,2.7319,39.19,中性,30-70%,10,-4.3305,4.3305,3.0887,-7.0187,10.1074
振幅率,rangePct,2026-03-13,70555.7,2.739,39.86,中性,30-70%,1,1.2677,1.2677,1.9053,-0.1427,2.048
振幅率,rangePct,2026-03-13,70555.7,2.739,39.86,中性,30-70%,3,4.7088,4.7088,7.6934,-0.1427,7.8361
振幅率,rangePct,2026-03-13,70555.7,2.739,39.86,中性,30-70%,5,-1.6734,1.6734,7.6934,-2.5522,10.2455
振幅率,rangePct,2026-03-13,70555.7,2.739,39.86,中性,30-70%,10,-1.0256,1.0256,7.6934,-4.6036,12.297
振幅率,rangePct,2026-05-10,81405.4,2.7479,40.54,中性,30-70%,1,-1.3741,1.3741,0.8533,-1.5606,2.4138
振幅率,rangePct,2026-05-10,81405.4,2.7479,40.54,中性,30-70%,3,-0.201,0.201,0.8533,-3.297,4.1502
振幅率,rangePct,2026-05-10,81405.4,2.7479,40.54,中性,30-70%,5,-3.9376,3.9376,0.8533,-4.6746,5.5279
振幅率,rangePct,2026-05-10,81405.4,2.7479,40.54,中性,30-70%,10,-5.1369,5.1369,0.8533,-6.618,7.4712
振幅率,rangePct,2026-01-12,93412.2,2.7673,41.22,中性,30-70%,1,3.5146,3.5146,3.904,-0.4227,4.3267
振幅率,rangePct,2026-01-12,93412.2,2.7673,41.22,中性,30-70%,3,1.2178,1.2178,4.8043,-0.4227,5.227
振幅率,rangePct,2026-01-12,93412.2,2.7673,41.22,中性,30-70%,5,1.7725,1.7725,4.8043,-0.4227,5.227
振幅率,rangePct,2026-01-12,93412.2,2.7673,41.22,中性,30-70%,10,-3.9701,3.9701,4.8043,-6.6502,11.4545
振幅率,rangePct,2026-04-12,71831.1,2.7769,41.89,中性,30-70%,1,4.802,4.802,5.8038,-0.2691,6.0729
振幅率,rangePct,2026-04-12,71831.1,2.7769,41.89,中性,30-70%,3,3.9383,3.9383,5.8038,-0.2691,6.0729
振幅率,rangePct,2026-04-12,71831.1,2.7769,41.89,中性,30-70%,5,5.9735,5.9735,9.0377,-0.2691,9.3068
振幅率,rangePct,2026-04-12,71831.1,2.7769,41.89,中性,30-70%,10,9.0493,9.0493,10.5975,-0.2691,10.8666
振幅率,rangePct,2026-02-02,78100.1,2.8302,42.57,中性,30-70%,1,-5.1193,5.1193,0.0133,-6.6421,6.6554
振幅率,rangePct,2026-02-02,78100.1,2.8302,42.57,中性,30-70%,3,-12.1824,12.1824,0.0133,-23.292,23.3053
振幅率,rangePct,2026-02-02,78100.1,2.8302,42.57,中性,30-70%,5,-8.8951,8.8951,0.0133,-23.292,23.3053
振幅率,rangePct,2026-02-02,78100.1,2.8302,42.57,中性,30-70%,10,-12.0917,12.0917,0.0133,-23.292,23.3053
振幅率,rangePct,2026-04-19,75669.8,2.8363,43.24,中性,30-70%,1,0.1662,0.1662,1.6581,-0.5708,2.2289
振幅率,rangePct,2026-04-19,75669.8,2.8363,43.24,中性,30-70%,3,3.5173,3.5173,4.9869,-1.1943,6.1812
振幅率,rangePct,2026-04-19,75669.8,2.8363,43.24,中性,30-70%,5,2.1411,2.1411,4.9869,-1.1943,6.1812
振幅率,rangePct,2026-04-19,75669.8,2.8363,43.24,中性,30-70%,10,0.9865,0.9865,5.0484,-1.1943,6.2426
振幅率,rangePct,2026-01-15,94549.8,2.8648,43.92,中性,30-70%,1,1.0257,1.0257,1.1229,-0.093,1.2159
振幅率,rangePct,2026-01-15,94549.8,2.8648,43.92,中性,30-70%,3,-1.6261,1.6261,1.1229,-2.8906,4.0135
振幅率,rangePct,2026-01-15,94549.8,2.8648,43.92,中性,30-70%,5,-4.5701,4.5701,1.1229,-7.2276,8.3505
振幅率,rangePct,2026-01-15,94549.8,2.8648,43.92,中性,30-70%,10,-7.3505,7.3505,1.1229,-9.0072,10.1301
振幅率,rangePct,2026-04-28,75892.4,2.9112,44.59,中性,30-70%,1,0.6903,0.6903,0.96,-1.3165,2.2765
振幅率,rangePct,2026-04-28,75892.4,2.9112,44.59,中性,30-70%,3,3.3674,3.3674,3.9472,-1.3165,5.2636
振幅率,rangePct,2026-04-28,75892.4,2.9112,44.59,中性,30-70%,5,5.4,5.4,6.1996,-1.3165,7.516
振幅率,rangePct,2026-04-28,75892.4,2.9112,44.59,中性,30-70%,10,6.0511,6.0511,9.1018,-1.3165,10.4183
振幅率,rangePct,2026-05-23,76340.3,2.9175,45.27,中性,30-70%,1,1.6392,1.6392,2.0123,-0.38,2.3923
振幅率,rangePct,2026-05-23,76340.3,2.9175,45.27,中性,30-70%,3,-1.3666,1.3666,2.2615,-2.1356,4.397
振幅率,rangePct,2026-05-23,76340.3,2.9175,45.27,中性,30-70%,5,-3.374,3.374,2.2615,-5.1132,7.3746
振幅率,rangePct,2026-04-22,78331.3,2.919,45.95,中性,30-70%,1,-0.4143,0.4143,0.2752,-1.8131,2.0883
振幅率,rangePct,2026-04-22,78331.3,2.919,45.95,中性,30-70%,3,-0.4163,0.4163,0.2752,-1.8131,2.0883
振幅率,rangePct,2026-04-22,78331.3,2.919,45.95,中性,30-70%,5,-2.9426,2.9426,1.4791,-3.4553,4.9344
振幅率,rangePct,2026-04-22,78331.3,2.919,45.95,中性,30-70%,10,0.3841,0.3841,1.4791,-4.3891,5.8682
振幅率,rangePct,2026-04-15,74660,2.9426,46.62,中性,30-70%,1,4.1255,4.1255,4.522,-1.0628,5.5848
振幅率,rangePct,2026-04-15,74660,2.9426,46.62,中性,30-70%,3,1.536,1.536,4.9062,-1.0628,5.9691
振幅率,rangePct,2026-04-15,74660,2.9426,46.62,中性,30-70%,5,1.521,1.521,4.9062,-1.3314,6.2376
振幅率,rangePct,2026-04-15,74660,2.9426,46.62,中性,30-70%,10,4.4806,4.4806,6.4069,-1.3314,7.7383
振幅率,rangePct,2026-04-14,73802.4,2.956,47.3,中性,30-70%,1,1.162,1.162,2.1537,-0.7889,2.9426
振幅率,rangePct,2026-04-14,73802.4,2.956,47.3,中性,30-70%,3,3.1429,3.1429,6.1253,-0.7889,6.9141
振幅率,rangePct,2026-04-14,73802.4,2.956,47.3,中性,30-70%,5,2.5303,2.5303,6.1253,-0.7889,6.9141
振幅率,rangePct,2026-04-14,73802.4,2.956,47.3,中性,30-70%,10,4.7256,4.7256,7.6434,-0.7889,8.4322
振幅率,rangePct,2026-02-13,69754.1,3.0019,47.97,中性,30-70%,1,-0.9933,0.9933,1.6843,-1.4808,3.1651
振幅率,rangePct,2026-02-13,69754.1,3.0019,47.97,中性,30-70%,3,-3.4467,3.4467,1.6843,-4.5705,6.2548
振幅率,rangePct,2026-02-13,69754.1,3.0019,47.97,中性,30-70%,5,-4.8503,4.8503,1.6843,-5.9553,7.6397
振幅率,rangePct,2026-02-13,69754.1,3.0019,47.97,中性,30-70%,10,-8.337,8.337,1.6843,-10.5429,12.2272
振幅率,rangePct,2026-03-11,70291,3.0511,48.65,中性,30-70%,1,2.1468,2.1468,5.087,-0.8086,5.8956
振幅率,rangePct,2026-03-11,70291,3.0511,48.65,中性,30-70%,3,1.649,1.649,5.087,-0.8086,5.8956
振幅率,rangePct,2026-03-11,70291,3.0511,48.65,中性,30-70%,5,5.1031,5.1031,8.0989,-0.8086,8.9075
振幅率,rangePct,2026-03-11,70291,3.0511,48.65,中性,30-70%,10,-2.1068,2.1068,8.0989,-3.2579,11.3568
振幅率,rangePct,2026-02-18,66370.8,3.0851,49.32,中性,30-70%,1,1.7824,1.7824,2.8886,-0.7683,3.6569
振幅率,rangePct,2026-02-18,66370.8,3.0851,49.32,中性,30-70%,3,1.942,1.942,3.488,-0.7683,4.2562
振幅率,rangePct,2026-02-18,66370.8,3.0851,49.32,中性,30-70%,5,-3.6644,3.6644,3.488,-5.9828,9.4707
振幅率,rangePct,2026-02-18,66370.8,3.0851,49.32,中性,30-70%,10,0.666,0.666,5.605,-5.9828,11.5878
振幅率,rangePct,2026-05-17,76384,3.1165,50,中性,30-70%,1,0.1495,0.1495,1.3038,-0.3574,1.6612
振幅率,rangePct,2026-05-17,76384,3.1165,50,中性,30-70%,3,1.0993,1.0993,2.3271,-0.3574,2.6845
振幅率,rangePct,2026-05-17,76384,3.1165,50,中性,30-70%,5,-1.18,1.18,2.3271,-2.8592,5.1863
振幅率,rangePct,2026-05-17,76384,3.1165,50,中性,30-70%,10,-4.5635,4.5635,2.3271,-5.0141,7.3412
振幅率,rangePct,2026-05-03,79990.6,3.1165,50.68,中性,30-70%,1,1.8673,1.8673,2.122,-0.5238,2.6458
振幅率,rangePct,2026-05-03,79990.6,3.1165,50.68,中性,30-70%,3,-0.1605,0.1605,3.5122,-0.5238,4.036
振幅率,rangePct,2026-05-03,79990.6,3.1165,50.68,中性,30-70%,5,0.6177,0.6177,3.5122,-1.09,4.6022
振幅率,rangePct,2026-05-03,79990.6,3.1165,50.68,中性,30-70%,10,1.5642,1.5642,3.5122,-1.5866,5.0987
振幅率,rangePct,2026-01-06,91296.3,3.1451,51.35,中性,30-70%,1,-0.6178,0.6178,0.4904,-2.2217,2.712
振幅率,rangePct,2026-01-06,91296.3,3.1451,51.35,中性,30-70%,3,-0.75,0.75,0.7522,-2.2217,2.9738
振幅率,rangePct,2026-01-06,91296.3,3.1451,51.35,中性,30-70%,5,0.3611,0.3611,1.313,-2.2217,3.5346
振幅率,rangePct,2026-01-06,91296.3,3.1451,51.35,中性,30-70%,10,4.6259,4.6259,7.2333,-2.2217,9.4549
振幅率,rangePct,2026-02-14,69061.2,3.1651,52.03,中性,30-70%,1,-2.2704,2.2704,1.4881,-2.6408,4.1289
振幅率,rangePct,2026-02-14,69061.2,3.1651,52.03,中性,30-70%,3,-2.0144,2.0144,1.4881,-3.613,5.1011
振幅率,rangePct,2026-02-14,69061.2,3.1651,52.03,中性,30-70%,5,-2.1827,2.1827,1.4881,-5.0118,6.4999
振幅率,rangePct,2026-02-14,69061.2,3.1651,52.03,中性,30-70%,10,-2.4517,2.4517,1.4881,-9.6454,11.1335
振幅率,rangePct,2026-05-12,78800.1,3.1836,52.7,中性,30-70%,1,3.0986,3.0986,3.1557,-0.0997,3.2555
振幅率,rangePct,2026-05-12,78800.1,3.1836,52.7,中性,30-70%,3,-0.7615,0.7615,4.0621,-1.523,5.585
振幅率,rangePct,2026-05-12,78800.1,3.1836,52.7,中性,30-70%,5,-3.0661,3.0661,4.0621,-3.5306,7.5926
振幅率,rangePct,2026-05-12,78800.1,3.1836,52.7,中性,30-70%,10,-4.2099,4.2099,4.0621,-5.8377,9.8997
振幅率,rangePct,2026-01-25,87599.9,3.201,53.38,中性,30-70%,1,0.4497,0.4497,1.5618,-0.728,2.2897
振幅率,rangePct,2026-01-25,87599.9,3.201,53.38,中性,30-70%,3,-3.0804,3.0804,3.424,-3.7311,7.155
振幅率,rangePct,2026-01-25,87599.9,3.201,53.38,中性,30-70%,5,-7.2388,7.2388,3.424,-7.7957,11.2196
振幅率,rangePct,2026-01-25,87599.9,3.201,53.38,中性,30-70%,10,-22.9949,22.9949,3.424,-23.8972,27.3211
振幅率,rangePct,2026-03-19,69840.1,3.2476,54.05,中性,30-70%,1,1.0712,1.0712,1.7864,-0.6952,2.4815
振幅率,rangePct,2026-03-19,69840.1,3.2476,54.05,中性,30-70%,3,0.3707,0.3707,2.7733,-3.6261,6.3995
振幅率,rangePct,2026-03-19,69840.1,3.2476,54.05,中性,30-70%,5,1.373,1.373,3.0769,-3.6261,6.703
振幅率,rangePct,2026-03-19,69840.1,3.2476,54.05,中性,30-70%,10,-3.2058,3.2058,3.0769,-7.0293,10.1062
振幅率,rangePct,2026-05-13,81241.8,3.2555,54.73,中性,30-70%,1,-2.6152,2.6152,0.9345,-3.2663,4.2008
振幅率,rangePct,2026-05-13,81241.8,3.2555,54.73,中性,30-70%,3,-3.9859,3.9859,0.9345,-4.4827,5.4172
振幅率,rangePct,2026-05-13,81241.8,3.2555,54.73,中性,30-70%,5,-5.8389,5.8389,0.9345,-6.4299,7.3644
振幅率,rangePct,2026-05-13,81241.8,3.2555,54.73,中性,30-70%,10,-6.0332,6.0332,0.9345,-8.6677,9.6022
振幅率,rangePct,2026-04-17,76121.9,3.3312,55.41,中性,30-70%,1,-0.4139,0.4139,0.128,-1.6874,1.8154
振幅率,rangePct,2026-04-17,76121.9,3.3312,55.41,中性,30-70%,3,-0.4287,0.4287,1.0544,-3.2263,4.2806
振幅率,rangePct,2026-04-17,76121.9,3.3312,55.41,中性,30-70%,5,2.9024,2.9024,4.3634,-3.2263,7.5897
振幅率,rangePct,2026-04-17,76121.9,3.3312,55.41,中性,30-70%,10,-0.1256,0.1256,4.4245,-3.2263,7.6508
振幅率,rangePct,2026-01-04,93909.1,3.4819,56.08,中性,30-70%,1,-0.3238,0.3238,0.9261,-0.874,1.8001
振幅率,rangePct,2026-01-04,93909.1,3.4819,56.08,中性,30-70%,3,-3.3828,3.3828,0.9261,-4.9421,5.8682
振幅率,rangePct,2026-01-04,93909.1,3.4819,56.08,中性,30-70%,5,-3.5114,3.5114,0.9261,-4.9421,5.8682
振幅率,rangePct,2026-01-04,93909.1,3.4819,56.08,中性,30-70%,10,2.9517,2.9517,4.2497,-4.9421,9.1919
振幅率,rangePct,2026-01-20,90228.8,3.537,56.76,中性,30-70%,1,-1.4106,1.4106,0.2213,-3.3567,3.578
振幅率,rangePct,2026-01-20,90228.8,3.537,56.76,中性,30-70%,3,-1.0967,1.0967,1.0542,-3.3567,4.4109
振幅率,rangePct,2026-01-20,90228.8,3.537,56.76,中性,30-70%,5,-2.9136,2.9136,1.0542,-4.6496,5.7038
振幅率,rangePct,2026-01-20,90228.8,3.537,56.76,中性,30-70%,10,-9.9415,9.9415,1.0542,-10.4821,11.5363
振幅率,rangePct,2026-01-21,88956,3.578,57.43,中性,30-70%,1,0.8404,0.8404,1.2218,-0.5099,1.7318
振幅率,rangePct,2026-01-21,88956,3.578,57.43,中性,30-70%,3,-0.6073,0.6073,2.5001,-0.9906,3.4907
振幅率,rangePct,2026-01-21,88956,3.578,57.43,中性,30-70%,5,-1.0817,1.0817,2.5001,-3.2853,5.7854
振幅率,rangePct,2026-01-21,88956,3.578,57.43,中性,30-70%,10,-12.8108,12.8108,2.5001,-14.949,17.4491
振幅率,rangePct,2026-03-30,66705,3.6137,58.11,中性,30-70%,1,3.272,3.272,3.9139,-0.0132,3.9271
振幅率,rangePct,2026-03-30,66705,3.6137,58.11,中性,30-70%,3,0.1544,0.1544,3.9139,-1.5771,5.491
振幅率,rangePct,2026-03-30,66705,3.6137,58.11,中性,30-70%,5,0.8635,0.8635,3.9139,-1.5771,5.491
振幅率,rangePct,2026-03-30,66705,3.6137,58.11,中性,30-70%,10,8.565,8.565,9.8688,-1.5771,11.4459
振幅率,rangePct,2026-02-19,67553.8,3.6569,58.78,中性,30-70%,1,1.5121,1.5121,1.6757,-0.9252,2.6009
振幅率,rangePct,2026-02-19,67553.8,3.6569,58.78,中性,30-70%,3,-2.8462,2.8462,1.6757,-4.9173,6.593
振幅率,rangePct,2026-02-19,67553.8,3.6569,58.78,中性,30-70%,5,-0.275,0.275,1.6757,-7.6292,9.3049
振幅率,rangePct,2026-02-19,67553.8,3.6569,58.78,中性,30-70%,10,2.2631,2.2631,3.7557,-7.6292,11.3849
振幅率,rangePct,2026-01-27,89447.8,3.669,59.46,中性,30-70%,1,-5.0826,5.0826,1.2873,-5.7199,7.0072
振幅率,rangePct,2026-01-27,89447.8,3.669,59.46,中性,30-70%,3,-9.1552,9.1552,1.2873,-9.7005,10.9879
振幅率,rangePct,2026-01-27,89447.8,3.669,59.46,中性,30-70%,5,-11.9066,11.9066,1.2873,-16.6334,17.9207
振幅率,rangePct,2026-01-27,89447.8,3.669,59.46,中性,30-70%,10,-22.7233,22.7233,1.2873,-33.0235,34.3108
振幅率,rangePct,2026-04-30,78400,3.6969,60.14,中性,30-70%,1,0.0612,0.0612,0.3111,-0.8737,1.1848
振幅率,rangePct,2026-04-30,78400,3.6969,60.14,中性,30-70%,3,2.0288,2.0288,2.8028,-0.8737,3.6765
振幅率,rangePct,2026-04-30,78400,3.6969,60.14,中性,30-70%,5,4.156,4.156,5.6122,-0.8737,6.486
振幅率,rangePct,2026-04-30,78400,3.6969,60.14,中性,30-70%,10,3.8334,3.8334,5.6122,-0.8737,6.486
振幅率,rangePct,2026-03-21,68810.1,3.7145,60.81,中性,30-70%,1,1.8731,1.8731,4.3117,-2.1835,6.4953
振幅率,rangePct,2026-03-21,68810.1,3.7145,60.81,中性,30-70%,3,2.8904,2.8904,4.6198,-2.1835,6.8034
振幅率,rangePct,2026-03-21,68810.1,3.7145,60.81,中性,30-70%,5,-3.951,3.951,4.6198,-4.5454,9.1652
振幅率,rangePct,2026-03-21,68810.1,3.7145,60.81,中性,30-70%,10,0.1126,0.1126,4.6198,-5.6377,10.2575
振幅率,rangePct,2026-05-27,72898.2,3.76,61.49,中性,30-70%,1,1.1885,1.1885,1.7295,-0.6328,2.3623
振幅率,rangePct,2026-05-22,75482.7,3.7664,62.16,中性,30-70%,1,1.1362,1.1362,2.7103,-0.2072,2.9175
振幅率,rangePct,2026-05-22,75482.7,3.7664,62.16,中性,30-70%,3,1.3139,1.3139,3.4233,-0.2072,3.6305
振幅率,rangePct,2026-05-22,75482.7,3.7664,62.16,中性,30-70%,5,-3.424,3.424,3.4233,-3.88,7.3033
振幅率,rangePct,2026-04-06,68138.7,3.7793,62.84,中性,30-70%,1,4.5886,4.5886,6.9532,-0.1302,7.0833
振幅率,rangePct,2026-04-06,68138.7,3.7793,62.84,中性,30-70%,3,6.2807,6.2807,7.5571,-0.1302,7.6873
振幅率,rangePct,2026-04-06,68138.7,3.7793,62.84,中性,30-70%,5,4.0077,4.0077,8.3072,-0.1302,8.4373
振幅率,rangePct,2026-04-06,68138.7,3.7793,62.84,中性,30-70%,10,14.091,14.091,14.5254,-0.1302,14.6555
振幅率,rangePct,2026-04-26,76758.1,3.8099,63.51,中性,30-70%,1,-0.9534,0.9534,0.8936,-1.4766,2.3702
振幅率,rangePct,2026-04-26,76758.1,3.8099,63.51,中性,30-70%,3,-0.4453,0.4453,1.4646,-2.4295,3.8941
振幅率,rangePct,2026-04-26,76758.1,3.8099,63.51,中性,30-70%,5,2.2016,2.2016,2.7748,-2.4295,5.2043
振幅率,rangePct,2026-04-26,76758.1,3.8099,63.51,中性,30-70%,10,4.044,4.044,7.8714,-2.4295,10.3008
振幅率,rangePct,2026-02-26,66068,3.8212,64.19,中性,30-70%,1,-1.9192,1.9192,0.0484,-4.6806,4.7291
振幅率,rangePct,2026-02-26,66068,3.8212,64.19,中性,30-70%,3,4.5629,4.5629,5.3197,-4.6806,10.0003
振幅率,rangePct,2026-02-26,66068,3.8212,64.19,中性,30-70%,5,11.0253,11.0253,11.1779,-4.6806,15.8585
振幅率,rangePct,2026-02-26,66068,3.8212,64.19,中性,30-70%,10,4.1863,4.1863,12.0512,-4.6806,16.7319
振幅率,rangePct,2026-03-10,70194.2,3.8224,64.86,中性,30-70%,1,0.1379,0.1379,1.5721,-1.479,3.0511
振幅率,rangePct,2026-03-10,70194.2,3.8224,64.86,中性,30-70%,3,0.515,0.515,5.2319,-1.479,6.711
振幅率,rangePct,2026-03-10,70194.2,3.8224,64.86,中性,30-70%,5,4.3404,4.3404,6.134,-1.479,7.613
振幅率,rangePct,2026-03-10,70194.2,3.8224,64.86,中性,30-70%,10,0.5613,0.5613,8.248,-2.0503,10.2983
振幅率,rangePct,2026-01-19,90638,3.8281,65.54,中性,30-70%,1,-0.4515,0.4515,0.3133,-3.2237,3.537
振幅率,rangePct,2026-01-19,90638,3.8281,65.54,中性,30-70%,3,-1.0309,1.0309,0.3133,-3.793,4.1063
振幅率,rangePct,2026-01-19,90638,3.8281,65.54,中性,30-70%,5,-2.4517,2.4517,0.598,-3.793,4.391
振幅率,rangePct,2026-01-19,90638,3.8281,65.54,中性,30-70%,10,-8.5834,8.5834,0.598,-10.7239,11.3219
振幅率,rangePct,2026-02-11,67103.2,3.8412,66.22,中性,30-70%,1,2.3148,2.3148,3.244,-3.0151,6.259
振幅率,rangePct,2026-02-11,67103.2,3.8412,66.22,中性,30-70%,3,2.9179,2.9179,5.7014,-3.0151,8.7164
振幅率,rangePct,2026-02-11,67103.2,3.8412,66.22,中性,30-70%,5,0.3676,0.3676,5.7014,-3.0151,8.7164
振幅率,rangePct,2026-02-11,67103.2,3.8412,66.22,中性,30-70%,10,0.8293,0.8293,5.7014,-3.0151,8.7164
振幅率,rangePct,2026-01-18,93012.3,3.8691,66.89,中性,30-70%,1,-2.5527,2.5527,0.3813,-3.4467,3.8281
振幅率,rangePct,2026-01-18,93012.3,3.8691,66.89,中性,30-70%,3,-4.361,4.361,0.3813,-6.2489,6.6302
振幅率,rangePct,2026-01-18,93012.3,3.8691,66.89,中性,30-70%,5,-4.0565,4.0565,0.3813,-6.2489,6.6302
振幅率,rangePct,2026-01-18,93012.3,3.8691,66.89,中性,30-70%,10,-8.7201,8.7201,0.3813,-9.333,9.7143
振幅率,rangePct,2026-03-31,68887.6,3.9271,67.57,中性,30-70%,1,-3.0042,3.0042,0.4104,-4.6955,5.1059
振幅率,rangePct,2026-03-31,68887.6,3.9271,67.57,中性,30-70%,3,-2.2378,2.2378,0.4104,-4.6955,5.1059
振幅率,rangePct,2026-03-31,68887.6,3.9271,67.57,中性,30-70%,5,1.503,1.503,2.0166,-4.6955,6.7121
振幅率,rangePct,2026-03-31,68887.6,3.9271,67.57,中性,30-70%,10,5.718,5.718,6.6263,-4.6955,11.3218
振幅率,rangePct,2026-03-16,73878,3.9343,68.24,中性,30-70%,1,-3.3049,3.3049,1.2119,-4.1499,5.3618
振幅率,rangePct,2026-03-16,73878,3.9343,68.24,中性,30-70%,3,-5.4656,5.4656,1.2119,-6.9344,8.1463
振幅率,rangePct,2026-03-16,73878,3.9343,68.24,中性,30-70%,5,-6.8598,6.8598,1.2119,-7.955,9.1669
振幅率,rangePct,2026-03-16,73878,3.9343,68.24,中性,30-70%,10,-10.5398,10.5398,1.2119,-11.0934,12.3053
振幅率,rangePct,2026-03-04,71622,3.9522,68.92,中性,30-70%,1,-4.4253,4.4253,0,-4.889,4.889
振幅率,rangePct,2026-03-04,71622,3.9522,68.92,中性,30-70%,3,-6.2091,6.2091,0,-7.1366,7.1366
振幅率,rangePct,2026-03-04,71622,3.9522,68.92,中性,30-70%,5,-0.442,0.442,0.186,-8.4542,8.6402
振幅率,rangePct,2026-03-04,71622,3.9522,68.92,中性,30-70%,10,-0.24,0.24,3.1341,-8.4542,11.5883
振幅率,rangePct,2026-02-16,67349.9,3.9563,69.59,中性,30-70%,1,0.4753,0.4753,1.6141,-0.9926,2.6067
振幅率,rangePct,2026-02-16,67349.9,3.9563,69.59,中性,30-70%,3,0.3027,0.3027,1.6141,-2.5982,4.2123
振幅率,rangePct,2026-02-16,67349.9,3.9563,69.59,中性,30-70%,5,0.46,0.46,1.9835,-2.5982,4.5817
振幅率,rangePct,2026-02-16,67349.9,3.9563,69.59,中性,30-70%,10,-1.9033,1.9033,4.0698,-7.3495,11.4193
振幅率,rangePct,2026-02-15,67493.2,4.1289,70.27,偏高,70-90%,1,-0.2123,0.2123,2.5825,-1.3738,3.9563
振幅率,rangePct,2026-02-15,67493.2,4.1289,70.27,偏高,70-90%,3,-1.663,1.663,2.5825,-2.805,5.3875
振幅率,rangePct,2026-02-15,67493.2,4.1289,70.27,偏高,70-90%,5,1.6033,1.6033,2.5825,-2.805,5.3875
振幅率,rangePct,2026-02-15,67493.2,4.1289,70.27,偏高,70-90%,10,-0.2123,0.2123,3.8488,-7.5462,11.3951
振幅率,rangePct,2026-05-14,79117.2,4.2008,70.95,偏高,70-90%,1,-1.1593,1.1593,0.5218,-1.9177,2.4394
振幅率,rangePct,2026-05-14,79117.2,4.2008,70.95,偏高,70-90%,3,-3.4546,3.4546,0.5218,-3.9172,4.439
振幅率,rangePct,2026-05-14,79117.2,4.2008,70.95,偏高,70-90%,5,-2.1394,2.1394,0.5218,-3.9172,4.439
振幅率,rangePct,2026-05-14,79117.2,4.2008,70.95,偏高,70-90%,10,-1.9282,1.9282,0.5218,-6.2151,6.7368
振幅率,rangePct,2026-01-13,96695.3,4.3267,71.62,偏高,70-90%,1,-0.0148,0.0148,1.2459,-1.3596,2.6055
振幅率,rangePct,2026-01-13,96695.3,4.3267,71.62,偏高,70-90%,3,-1.2159,1.2159,1.2459,-2.5165,3.7623
振幅率,rangePct,2026-01-13,96695.3,4.3267,71.62,偏高,70-90%,5,-3.8089,3.8089,1.2459,-5.0453,6.2912
振幅率,rangePct,2026-01-13,96695.3,4.3267,71.62,偏高,70-90%,10,-7.7108,7.7108,1.2459,-9.8197,11.0656
振幅率,rangePct,2026-02-07,71153,4.3701,72.3,偏高,70-90%,1,-2.2949,2.2949,1.5783,-4.0811,5.6594
振幅率,rangePct,2026-02-07,71153,4.3701,72.3,偏高,70-90%,3,-6.555,6.555,1.5783,-7.6336,9.2118
振幅率,rangePct,2026-02-07,71153,4.3701,72.3,偏高,70-90%,5,-3.5086,3.5086,1.5783,-8.5351,10.1134
振幅率,rangePct,2026-02-07,71153,4.3701,72.3,偏高,70-90%,10,-4.8951,4.8951,1.5783,-8.5351,10.1134
振幅率,rangePct,2026-04-11,70869.5,4.434,72.97,偏高,70-90%,1,1.3569,1.3569,2.1935,-0.5835,2.7769
振幅率,rangePct,2026-04-11,70869.5,4.434,72.97,偏高,70-90%,3,4.1385,4.1385,7.2394,-0.5835,7.8228
振幅率,rangePct,2026-04-11,70869.5,4.434,72.97,偏高,70-90%,5,9.6947,9.6947,10.1124,-0.5835,10.6959
